
mean_cpu,std_cpu,min_cpu,max_cpu,delta_cpu,cpu_trend,cpu_volatility,mean_memory,std_memory,memory_trend,mean_requests,request_spike_count,throughput_delta,cost_delta,unit_economics_ratio,incident_type
53,4,46,58,2,0.13,0.2,47,2,0.07,1231,0,58,7,1.49,Normal
89,13,53,96,34,2.59,2.02,58,6,0.42,1698,4,110,44,0.57,BadDeploy
90,18,59,97,28,2.14,1.47,63,6,0.4,1630,2,106,48,0.51,BadDeploy
72,11,46,87,20,1.39,0.99,57,5,0.51,2350,6,298,46,1.57,TrafficSpike
53,5,46,68,6,0.25,0.15,46,2,0.19,1130,0,59,5,1.3,Normal
73,9,45,87,21,1.28,0.85,58,5,0.57,2317,5,305,46,1.62,TrafficSpike
53,5,44,59,4,0.11,0.19,49,4,0.13,1135,0,50,6,1.42,Normal
71,11,46,85,18,1.21,0.84,60,4,0.59,2608,7,317,47,1.64,TrafficSpike
55,5,45,57,6,0.18,0.14,47,3,0.12,1165,0,44,5,1.31,Normal
61,8,50,84,15,0.86,0.4,70,7,1.49,1480,2,97,18,0.69,MemoryLeak
59,7,48,83,10,0.87,0.38,73,8,1.05,1485,2,89,21,0.55,MemoryLeak
53,3,45,57,2,0.15,0.17,49,4,0.17,1225,0,56,6,1.44,Normal
62,8,48,75,11,0.73,0.45,70,7,1.48,1536,2,100,20,0.55,MemoryLeak
55,3,44,62,6,0.32,0.11,50,4,0.17,1273,0,54,5,1.39,Normal
96,17,56,97,34,2.62,2.05,59,5,0.39,1522,3,131,40,0.57,BadDeploy
50,5,44,57,3,0.27,0.11,49,4,0.19,1102,0,56,5,1.4,Normal
53,3,46,59,2,0.31,0.17,50,2,0.2,1269,0,59,7,1.49,Normal
60,6,50,77,14,0.74,0.31,75,7,1.1,1428,2,92,19,0.56,MemoryLeak
72,10,48,85,22,1.45,0.92,56,6,0.5,2318,6,352,38,1.64,TrafficSpike
73,10,50,86,17,1.34,1.02,57,5,0.4,2520,6,315,39,1.71,TrafficSpike
53,3,45,56,3,0.33,0.13,52,3,0.11,1193,0,45,6,1.32,Normal
75,9,47,90,22,1.37,0.91,60,6,0.44,2397,6,295,40,1.66,TrafficSpike
83,14,55,98,38,3.18,1.51,63,6,0.35,1674,4,113,40,0.55,BadDeploy
98,18,58,96,29,3.15,2.11,58,4,0.3,1503,4,120,31,0.54,BadDeploy
95,17,52,98,35,2.35,1.84,62,4,0.39,1686,4,116,37,0.46,BadDeploy
52,5,44,66,5,0.16,0.17,46,4,0.16,1256,0,46,5,1.35,Normal
53,3,45,59,3,0.23,0.16,46,2,0.11,1234,0,60,5,1.34,Normal
75,9,51,85,19,1.24,0.91,56,6,0.48,2463,5,313,38,1.5,TrafficSpike
88,15,59,97,37,2.12,1.57,63,5,0.3,1528,2,105,51,0.51,BadDeploy
52,4,46,68,4,0.32,0.16,50,2,0.15,1153,0,42,4,1.33,Normal
50,5,46,59,3,0.31,0.19,46,4,0.14,1177,0,46,5,1.31,Normal
53,5,46,60,6,0.39,0.19,52,4,0.16,1211,0,55,7,1.4,Normal
68,9,49,87,19,1.22,0.97,60,6,0.44,2503,6,358,46,1.89,TrafficSpike
53,5,45,64,5,0.22,0.13,47,2,0.07,1155,0,56,7,1.4,Normal
62,6,50,79,14,0.65,0.34,76,6,1.18,1437,2,89,22,0.67,MemoryLeak
55,3,44,64,2,0.1,0.13,50,3,0.06,1280,0,44,7,1.48,Normal
63,6,48,80,11,0.89,0.36,72,6,1.32,1549,1,97,22,0.67,MemoryLeak
65,6,50,79,11,0.83,0.46,80,7,1.09,1459,2,96,20,0.68,MemoryLeak
53,3,45,58,3,0.16,0.15,47,4,0.09,1179,0,45,7,1.44,Normal
50,3,44,62,3,0.24,0.16,51,2,0.16,1135,0,59,4,1.38,Normal
50,3,46,56,3,0.17,0.11,47,4,0.14,1102,0,57,6,1.47,Normal
51,3,45,68,6,0.37,0.18,49,3,0.12,1162,0,57,6,1.43,Normal
50,3,44,64,4,0.13,0.19,51,2,0.05,1157,0,47,7,1.38,Normal
91,14,58,100,39,2.99,1.5,58,4,0.27,1572,3,109,49,0.47,BadDeploy
84,13,54,96,34,2.64,1.94,62,4,0.47,1675,3,144,39,0.47,BadDeploy
52,4,46,61,4,0.34,0.17,46,2,0.18,1138,0,50,5,1.38,Normal
69,9,51,89,18,1.24,1.1,55,5,0.47,2553,6,351,44,1.74,TrafficSpike
86,18,55,98,34,2.66,1.88,63,6,0.36,1558,3,110,48,0.54,BadDeploy
59,6,50,75,11,1.0,0.3,76,7,1.57,1428,1,96,23,0.67,MemoryLeak
52,4,44,64,5,0.17,0.18,45,4,0.07,1278,0,52,4,1.44,Normal
73,9,46,86,20,1.53,1.06,54,4,0.47,2340,5,299,38,1.73,TrafficSpike
70,9,52,87,22,1.41,1.08,57,5,0.54,2527,7,291,42,1.54,TrafficSpike
55,3,46,68,3,0.25,0.1,51,4,0.19,1216,0,58,6,1.44,Normal
70,10,46,91,18,1.5,0.92,54,4,0.48,2681,7,299,45,1.69,TrafficSpike
94,14,52,97,38,2.51,1.64,57,4,0.31,1699,3,106,37,0.46,BadDeploy
50,3,46,56,4,0.16,0.12,45,2,0.09,1245,0,58,7,1.31,Normal
59,7,48,80,12,0.98,0.4,73,7,1.44,1433,1,95,24,0.68,MemoryLeak
69,11,47,85,21,1.52,0.94,60,4,0.46,2377,7,349,39,1.85,TrafficSpike
55,3,44,68,3,0.33,0.12,50,3,0.17,1186,0,51,7,1.31,Normal
89,14,53,96,37,2.75,1.85,56,4,0.43,1579,4,110,45,0.42,BadDeploy
60,7,49,76,12,0.83,0.37,69,6,1.43,1517,2,100,22,0.65,MemoryLeak
70,9,52,85,19,1.54,0.92,60,6,0.58,2366,6,336,46,1.84,TrafficSpike
63,6,51,83,13,0.71,0.48,78,6,1.37,1414,1,102,18,0.53,MemoryLeak
52,4,44,65,5,0.36,0.12,52,4,0.06,1219,0,60,7,1.32,Normal
55,3,45,68,5,0.16,0.13,50,3,0.2,1224,0,55,4,1.36,Normal
54,3,45,58,3,0.2,0.1,51,2,0.19,1192,0,55,5,1.31,Normal
55,4,45,60,3,0.13,0.11,51,2,0.09,1282,0,53,5,1.43,Normal
60,6,48,81,12,0.99,0.36,71,7,1.57,1523,2,102,20,0.69,MemoryLeak
73,11,51,85,21,1.51,0.98,54,6,0.53,2615,5,331,48,1.89,TrafficSpike
58,6,51,77,13,0.95,0.32,78,7,1.16,1400,2,89,25,0.63,MemoryLeak
50,3,46,59,5,0.31,0.18,51,2,0.1,1148,0,51,6,1.3,Normal
59,8,51,85,13,0.77,0.37,76,7,1.31,1485,1,90,25,0.59,MemoryLeak
54,5,44,64,5,0.21,0.18,51,4,0.09,1258,0,42,4,1.32,Normal
54,4,44,63,6,0.38,0.11,52,4,0.14,1108,0,53,5,1.34,Normal
74,9,48,92,17,1.34,1.04,57,5,0.58,2630,7,340,38,1.88,TrafficSpike
62,7,50,79,13,0.87,0.3,74,6,1.01,1439,2,101,23,0.57,MemoryLeak
71,11,51,88,21,1.46,1.05,60,6,0.49,2625,6,312,44,1.86,TrafficSpike
53,3,44,67,3,0.25,0.16,51,4,0.19,1241,0,50,5,1.32,Normal
53,3,46,68,6,0.15,0.16,46,4,0.11,1290,0,54,6,1.34,Normal
62,6,52,78,15,0.91,0.46,80,7,1.4,1470,1,89,18,0.63,MemoryLeak
50,4,46,57,2,0.14,0.13,47,2,0.06,1192,0,52,4,1.4,Normal
53,3,45,66,2,0.16,0.14,50,4,0.19,1141,0,49,4,1.48,Normal
50,4,45,63,6,0.28,0.1,49,2,0.08,1107,0,56,5,1.34,Normal
85,14,52,97,30,2.26,2.05,58,5,0.28,1551,2,127,52,0.51,BadDeploy
65,8,51,81,14,0.98,0.48,72,6,1.12,1471,2,88,22,0.53,MemoryLeak
65,7,51,81,14,0.9,0.46,77,6,1.36,1509,1,103,23,0.57,MemoryLeak
53,3,44,64,4,0.28,0.13,50,3,0.05,1146,0,53,5,1.37,Normal
51,5,45,61,3,0.33,0.11,50,4,0.05,1184,0,54,6,1.48,Normal
53,4,46,59,6,0.17,0.16,46,4,0.18,1207,0,50,6,1.34,Normal
53,4,44,60,5,0.14,0.15,50,4,0.11,1247,0,49,4,1.43,Normal
53,4,44,62,2,0.37,0.19,45,3,0.15,1117,0,43,7,1.44,Normal
63,7,51,76,14,0.91,0.4,68,7,1.18,1516,2,105,19,0.67,MemoryLeak
50,3,44,56,3,0.13,0.13,51,2,0.08,1148,0,57,4,1.49,Normal
52,3,44,56,4,0.12,0.13,51,3,0.15,1135,0,43,5,1.36,Normal
54,4,46,63,2,0.26,0.12,52,4,0.12,1171,0,55,5,1.32,Normal
59,7,52,78,15,0.86,0.47,79,6,1.05,1526,1,91,18,0.63,MemoryLeak
74,9,52,86,19,1.28,0.98,58,6,0.57,2689,6,348,48,1.56,TrafficSpike
69,9,48,90,20,1.59,1.06,58,4,0.56,2396,5,325,44,1.57,TrafficSpike
59,6,51,76,15,0.64,0.3,75,6,1.16,1521,2,96,22,0.52,MemoryLeak
52,4,44,58,5,0.25,0.15,45,3,0.09,1125,0,60,7,1.45,Normal
71,10,48,91,18,1.44,0.96,57,6,0.49,2648,5,321,39,1.59,TrafficSpike
50,5,45,59,2,0.26,0.13,51,3,0.11,1156,0,55,5,1.33,Normal
63,8,50,84,12,0.89,0.32,76,8,1.37,1478,1,90,23,0.64,MemoryLeak
51,4,45,58,2,0.3,0.14,45,2,0.2,1119,0,40,6,1.49,Normal
53,3,45,57,2,0.35,0.16,49,2,0.13,1142,0,43,4,1.36,Normal
96,16,57,99,32,2.8,1.63,63,4,0.45,1577,4,126,46,0.55,BadDeploy
69,10,45,87,20,1.54,1.0,55,5,0.5,2425,7,345,43,1.58,TrafficSpike
51,4,46,57,4,0.36,0.17,52,4,0.08,1273,0,50,7,1.42,Normal
62,6,48,84,14,0.88,0.47,69,7,1.48,1545,2,94,19,0.69,MemoryLeak
70,10,47,89,21,1.42,0.85,57,5,0.41,2450,5,348,38,1.59,TrafficSpike
50,4,45,56,5,0.21,0.18,45,3,0.07,1172,0,42,6,1.33,Normal
64,8,48,79,11,0.61,0.49,71,8,1.38,1508,2,88,22,0.68,MemoryLeak
60,8,51,85,12,0.92,0.33,80,6,1.15,1506,1,94,22,0.52,MemoryLeak
70,10,51,86,18,1.41,1.01,58,6,0.54,2539,6,344,45,1.67,TrafficSpike
96,13,60,95,40,2.51,2.08,65,5,0.44,1648,4,128,34,0.52,BadDeploy
58,7,49,81,15,0.6,0.46,76,7,1.5,1421,1,93,19,0.57,MemoryLeak
52,5,45,67,4,0.36,0.11,45,4,0.08,1136,0,44,5,1.48,Normal
52,5,45,67,2,0.34,0.16,48,2,0.06,1139,0,56,4,1.35,Normal
53,3,46,63,5,0.12,0.11,51,3,0.2,1160,0,59,7,1.47,Normal
53,3,46,56,3,0.14,0.17,48,2,0.13,1279,0,55,7,1.36,Normal
54,4,45,66,4,0.22,0.17,46,3,0.11,1208,0,40,6,1.39,Normal
82,17,56,95,38,2.78,1.99,63,4,0.47,1590,2,134,44,0.46,BadDeploy
52,5,46,59,4,0.37,0.15,46,2,0.15,1190,0,54,5,1.36,Normal
64,6,51,81,13,0.84,0.34,79,8,1.47,1534,2,89,23,0.62,MemoryLeak
94,13,52,95,39,2.19,1.49,57,5,0.48,1621,3,119,37,0.42,BadDeploy
55,4,45,57,2,0.28,0.11,46,3,0.16,1255,0,45,6,1.32,Normal
74,9,48,88,19,1.4,1.0,55,4,0.55,2522,7,314,39,1.73,TrafficSpike
51,3,44,56,4,0.33,0.16,46,3,0.08,1286,0,46,5,1.41,Normal
73,10,47,86,20,1.37,0.91,54,6,0.42,2700,7,328,39,1.55,TrafficSpike
58,8,52,80,10,0.69,0.49,72,7,1.42,1417,1,94,19,0.61,MemoryLeak
62,7,52,75,14,0.88,0.32,75,7,1.39,1408,2,98,22,0.54,MemoryLeak
51,3,46,67,4,0.38,0.17,45,2,0.12,1244,0,51,4,1.49,Normal
54,4,44,60,2,0.13,0.15,48,4,0.1,1222,0,47,4,1.49,Normal
51,5,46,62,2,0.27,0.11,51,4,0.07,1279,0,57,5,1.32,Normal
54,4,45,59,4,0.23,0.11,48,2,0.14,1158,0,57,4,1.5,Normal
55,3,44,57,2,0.14,0.12,45,3,0.1,1267,0,49,5,1.42,Normal
69,11,46,86,19,1.58,0.86,59,6,0.56,2412,6,328,43,1.81,TrafficSpike
61,8,50,80,15,0.82,0.32,73,7,1.42,1524,2,87,21,0.68,MemoryLeak
62,8,52,78,10,0.75,0.46,70,6,1.59,1512,2,88,18,0.6,MemoryLeak
52,4,46,62,4,0.35,0.11,49,4,0.11,1104,0,52,7,1.31,Normal
64,6,51,83,10,0.86,0.31,80,7,1.56,1486,2,103,21,0.65,MemoryLeak
95,16,52,95,36,2.47,2.05,60,6,0.34,1646,4,141,46,0.45,BadDeploy
96,18,55,96,28,2.34,2.01,60,4,0.5,1697,4,123,40,0.51,BadDeploy
54,4,45,60,4,0.33,0.18,45,2,0.1,1269,0,48,5,1.39,Normal
53,3,45,56,4,0.24,0.18,48,3,0.06,1120,0,59,6,1.49,Normal
70,10,49,89,20,1.25,0.99,55,6,0.53,2419,5,294,40,1.77,TrafficSpike
73,9,48,85,22,1.6,1.09,54,6,0.57,2480,7,295,47,1.59,TrafficSpike
50,5,45,57,6,0.12,0.12,50,4,0.11,1264,0,49,5,1.3,Normal
92,16,57,98,32,2.75,1.54,56,5,0.48,1651,2,111,49,0.44,BadDeploy
63,6,51,84,10,0.86,0.33,80,8,1.05,1419,1,103,24,0.61,MemoryLeak
54,3,46,63,6,0.26,0.13,48,4,0.09,1162,0,47,6,1.35,Normal
59,8,49,82,15,0.98,0.38,69,7,1.34,1419,2,105,25,0.62,MemoryLeak
74,9,47,88,20,1.47,1.0,58,5,0.56,2474,6,305,39,1.66,TrafficSpike
70,11,52,88,18,1.55,0.8,54,5,0.45,2583,7,350,39,1.55,TrafficSpike
53,3,46,58,2,0.14,0.19,51,3,0.1,1202,0,49,4,1.37,Normal
85,18,52,95,39,3.1,2.25,62,6,0.33,1611,3,135,52,0.43,BadDeploy
55,5,46,57,3,0.37,0.16,50,4,0.15,1197,0,54,5,1.4,Normal
59,6,50,82,12,0.62,0.4,76,8,1.3,1509,2,95,24,0.56,MemoryLeak
51,3,46,67,3,0.23,0.13,50,2,0.1,1142,0,49,6,1.4,Normal
60,7,50,84,10,0.97,0.43,70,6,1.12,1530,1,85,18,0.69,MemoryLeak
50,4,44,61,3,0.18,0.19,51,4,0.12,1132,0,49,4,1.44,Normal
53,4,45,60,2,0.36,0.2,46,3,0.17,1290,0,42,6,1.33,Normal
90,16,60,100,40,2.09,2.02,56,5,0.23,1680,4,125,36,0.57,BadDeploy
55,5,44,59,3,0.28,0.19,48,4,0.08,1220,0,55,5,1.45,Normal
60,6,48,83,15,0.9,0.3,69,7,1.33,1453,1,86,24,0.64,MemoryLeak
89,18,57,98,36,2.79,1.56,60,4,0.46,1671,3,136,50,0.48,BadDeploy
97,15,53,96,29,3.16,2.21,60,5,0.49,1583,2,132,33,0.44,BadDeploy
85,15,58,100,30,2.93,1.84,63,6,0.32,1560,2,123,38,0.5,BadDeploy
83,17,57,97,38,2.38,1.75,63,5,0.32,1513,3,136,37,0.47,BadDeploy
52,4,45,59,6,0.36,0.15,46,4,0.14,1133,0,40,7,1.32,Normal
93,17,53,100,28,2.62,1.73,59,4,0.45,1601,4,119,39,0.56,BadDeploy
92,16,55,99,39,2.3,1.41,56,6,0.23,1601,3,107,35,0.46,BadDeploy
51,5,46,59,2,0.18,0.11,51,4,0.11,1289,0,42,4,1.31,Normal
68,9,47,86,22,1.44,0.92,60,6,0.57,2465,6,355,38,1.62,TrafficSpike
71,9,49,92,20,1.32,0.83,57,6,0.46,2445,7,358,46,1.6,TrafficSpike
53,5,45,61,6,0.31,0.15,45,3,0.17,1214,0,55,4,1.43,Normal
86,18,53,95,36,2.2,2.18,63,6,0.27,1536,3,144,45,0.5,BadDeploy
58,7,50,81,12,0.9,0.47,68,7,1.41,1504,1,93,21,0.65,MemoryLeak
75,10,48,90,20,1.48,0.95,60,6,0.6,2341,5,344,39,1.65,TrafficSpike
51,5,46,57,3,0.16,0.19,46,2,0.18,1226,0,60,7,1.33,Normal
74,9,49,86,20,1.6,1.02,59,5,0.5,2614,6,311,40,1.62,TrafficSpike
63,8,52,79,13,0.79,0.49,79,8,1.6,1434,1,101,25,0.5,MemoryLeak
70,9,52,86,17,1.32,0.86,59,4,0.51,2469,5,297,47,1.69,TrafficSpike
50,4,46,64,3,0.2,0.1,48,3,0.09,1209,0,51,7,1.49,Normal
59,8,49,76,15,0.69,0.34,77,6,1.08,1533,2,95,22,0.69,MemoryLeak
71,9,45,88,18,1.24,1.04,55,4,0.43,2300,6,299,38,1.55,TrafficSpike
74,11,52,90,19,1.4,0.84,58,5,0.48,2497,7,350,43,1.62,TrafficSpike
59,8,49,77,15,0.93,0.44,74,8,1.26,1464,1,102,24,0.63,MemoryLeak
50,4,45,68,4,0.32,0.12,48,3,0.11,1291,0,46,7,1.37,Normal
50,5,45,61,2,0.37,0.19,45,4,0.09,1265,0,60,7,1.38,Normal
62,8,48,84,10,0.95,0.49,77,8,1.27,1444,2,105,19,0.51,MemoryLeak
54,5,44,67,3,0.36,0.11,51,2,0.06,1263,0,50,4,1.47,Normal
61,8,52,75,12,0.93,0.47,73,8,1.1,1550,2,101,18,0.69,MemoryLeak
95,18,52,95,31,2.99,1.85,60,4,0.25,1511,3,143,36,0.54,BadDeploy
87,18,52,97,32,2.67,1.51,63,6,0.45,1522,4,134,32,0.42,BadDeploy
51,5,44,58,4,0.28,0.2,47,2,0.08,1195,0,42,5,1.36,Normal
55,5,44,60,2,0.21,0.13,49,2,0.13,1205,0,46,6,1.48,Normal
52,4,46,63,4,0.13,0.14,50,3,0.17,1233,0,60,5,1.31,Normal
86,17,55,100,34,2.42,2.13,60,4,0.3,1628,4,122,32,0.5,BadDeploy
62,6,51,79,10,0.97,0.4,78,6,1.29,1519,2,96,24,0.63,MemoryLeak
52,5,44,66,4,0.36,0.1,51,3,0.1,1265,0,45,6,1.36,Normal
70,9,52,92,21,1.43,0.93,57,5,0.57,2429,7,337,47,1.64,TrafficSpike
91,13,55,99,29,2.51,2.1,65,5,0.38,1541,4,115,39,0.58,BadDeploy
60,6,50,75,10,0.72,0.45,80,7,1.28,1442,2,85,20,0.54,MemoryLeak
52,4,44,58,3,0.36,0.14,48,2,0.15,1298,0,40,7,1.33,Normal
53,5,46,62,3,0.37,0.17,52,4,0.09,1124,0,44,6,1.45,Normal
53,4,45,66,5,0.28,0.15,50,3,0.15,1250,0,47,5,1.45,Normal
93,15,60,95,37,2.72,1.76,57,6,0.27,1627,2,107,36,0.46,BadDeploy
52,4,46,58,5,0.15,0.13,52,2,0.09,1207,0,45,7,1.44,Normal
53,3,45,66,2,0.3,0.14,45,2,0.1,1247,0,54,4,1.4,Normal
95,13,56,98,32,2.89,1.5,63,6,0.31,1621,4,126,47,0.59,BadDeploy
51,4,46,68,5,0.36,0.11,45,3,0.19,1281,0,46,7,1.39,Normal
72,9,46,92,20,1.35,1.07,59,5,0.45,2472,7,327,38,1.72,TrafficSpike
52,4,45,56,5,0.2,0.16,46,3,0.16,1236,0,47,5,1.32,Normal
51,5,44,66,5,0.23,0.13,52,4,0.14,1287,0,41,4,1.37,Normal
51,5,46,66,2,0.21,0.2,46,3,0.19,1291,0,53,7,1.3,Normal
59,7,48,78,14,0.7,0.36,76,8,1.51,1462,1,96,25,0.54,MemoryLeak
72,11,47,89,21,1.47,0.98,55,6,0.46,2302,6,316,38,1.81,TrafficSpike
52,4,45,65,4,0.13,0.12,50,2,0.06,1173,0,58,7,1.43,Normal
94,16,60,95,33,2.41,1.71,63,4,0.34,1690,3,118,47,0.54,BadDeploy
90,16,52,100,37,3.16,1.97,64,5,0.22,1691,4,128,39,0.46,BadDeploy
65,8,51,75,11,0.85,0.33,73,8,1.26,1405,2,102,25,0.7,MemoryLeak
86,16,53,95,34,2.26,2.29,65,5,0.25,1540,4,130,47,0.48,BadDeploy
64,8,50,80,12,0.85,0.43,78,8,1.46,1481,2,92,24,0.6,MemoryLeak
72,10,47,87,20,1.32,0.96,56,5,0.53,2649,5,339,47,1.76,TrafficSpike
74,9,45,88,18,1.44,0.95,54,6,0.51,2509,5,331,47,1.6,TrafficSpike
69,10,45,91,21,1.4,0.86,55,5,0.47,2422,5,350,41,1.63,TrafficSpike
59,6,49,84,13,0.78,0.44,75,6,1.48,1518,1,104,23,0.67,MemoryLeak
51,4,46,57,2,0.32,0.17,51,4,0.2,1198,0,53,6,1.48,Normal
55,5,46,64,2,0.23,0.18,45,3,0.17,1285,0,51,7,1.44,Normal
75,10,46,86,18,1.54,1.03,58,4,0.54,2487,6,333,40,1.87,TrafficSpike
71,10,46,90,22,1.48,0.94,59,5,0.55,2687,6,333,42,1.78,TrafficSpike
96,18,56,99,32,2.71,2.09,58,6,0.29,1556,3,141,41,0.54,BadDeploy
60,8,50,82,15,0.78,0.36,79,8,1.08,1474,2,93,21,0.51,MemoryLeak
62,6,52,75,12,0.75,0.4,76,7,1.29,1443,2,105,20,0.62,MemoryLeak
73,11,50,91,20,1.46,1.06,57,4,0.5,2494,5,298,43,1.59,TrafficSpike
61,6,50,84,15,0.92,0.43,73,7,1.28,1403,1,91,23,0.63,MemoryLeak
85,15,60,95,32,2.66,1.88,64,4,0.49,1514,3,141,46,0.45,BadDeploy
60,8,49,78,15,0.89,0.34,77,7,1.33,1423,1,87,20,0.6,MemoryLeak
51,3,44,65,6,0.24,0.11,45,3,0.17,1118,0,55,4,1.39,Normal
71,9,48,92,19,1.43,0.97,60,4,0.54,2526,7,314,47,1.82,TrafficSpike
68,10,51,89,20,1.45,0.9,57,6,0.46,2630,6,323,46,1.6,TrafficSpike
62,8,51,76,11,0.8,0.36,76,7,1.3,1445,1,98,22,0.52,MemoryLeak
73,11,47,88,17,1.51,0.86,58,5,0.46,2571,6,303,48,1.62,TrafficSpike
60,7,49,78,13,0.91,0.47,77,8,1.09,1532,2,105,24,0.66,MemoryLeak
61,7,51,79,12,0.66,0.37,73,8,1.19,1478,2,103,24,0.65,MemoryLeak
53,3,45,61,3,0.39,0.18,45,4,0.08,1269,0,49,6,1.3,Normal
74,10,48,88,21,1.4,1.06,54,4,0.45,2466,7,351,47,1.69,TrafficSpike
55,4,46,67,5,0.17,0.2,51,2,0.07,1263,0,48,6,1.39,Normal
59,7,49,76,12,0.99,0.45,70,6,1.35,1546,1,102,19,0.59,MemoryLeak
90,17,60,97,39,2.03,2.09,57,6,0.41,1580,3,133,36,0.44,BadDeploy
71,10,50,90,18,1.47,1.01,56,6,0.55,2311,5,305,48,1.66,TrafficSpike
97,13,60,95,36,2.45,1.91,56,6,0.46,1583,4,136,39,0.51,BadDeploy
55,3,46,57,6,0.33,0.15,46,4,0.19,1256,0,42,7,1.46,Normal
75,11,47,90,17,1.27,0.97,57,6,0.56,2678,6,292,44,1.73,TrafficSpike
54,4,44,56,3,0.2,0.12,48,4,0.15,1183,0,60,5,1.45,Normal
86,14,54,96,32,2.22,1.42,65,4,0.43,1638,3,109,40,0.57,BadDeploy
61,6,50,77,13,1.0,0.35,71,7,1.02,1512,1,97,18,0.59,MemoryLeak
64,6,51,82,13,0.68,0.45,77,6,1.06,1444,1,90,21,0.52,MemoryLeak
73,11,50,91,18,1.28,0.83,58,5,0.5,2560,5,348,38,1.5,TrafficSpike
74,9,50,90,19,1.53,0.93,60,6,0.46,2659,5,339,45,1.51,TrafficSpike
63,6,49,78,11,0.83,0.33,70,6,1.42,1409,1,104,21,0.67,MemoryLeak
63,8,51,77,13,0.67,0.49,70,8,1.49,1446,2,88,20,0.51,MemoryLeak
62,7,50,79,14,0.73,0.46,73,6,1.53,1408,1,98,18,0.61,MemoryLeak
51,3,44,61,3,0.13,0.2,46,3,0.12,1206,0,44,4,1.36,Normal
72,9,50,90,21,1.47,0.83,57,6,0.57,2592,5,306,41,1.71,TrafficSpike
51,5,44,67,2,0.32,0.13,46,2,0.08,1147,0,50,7,1.43,Normal
60,7,51,80,15,0.66,0.45,68,8,1.54,1498,1,91,20,0.5,MemoryLeak
51,3,45,61,2,0.27,0.15,50,2,0.14,1247,0,54,5,1.39,Normal
65,6,50,85,14,0.97,0.37,70,7,1.2,1524,2,88,23,0.65,MemoryLeak
59,7,51,85,10,0.99,0.33,71,7,1.5,1430,2,89,23,0.56,MemoryLeak
69,11,47,91,21,1.28,1.05,55,4,0.44,2681,6,357,47,1.81,TrafficSpike
54,4,46,59,6,0.15,0.12,47,4,0.15,1258,0,44,7,1.47,Normal
58,7,50,81,14,0.99,0.48,75,7,1.08,1476,1,87,22,0.64,MemoryLeak
61,8,52,84,10,0.62,0.38,70,7,1.49,1462,2,90,24,0.58,MemoryLeak
51,4,44,59,4,0.14,0.14,47,2,0.12,1272,0,50,4,1.43,Normal
59,8,52,82,11,0.86,0.36,69,8,1.45,1516,1,87,23,0.68,MemoryLeak
53,4,44,66,5,0.23,0.12,52,3,0.08,1126,0,59,6,1.35,Normal
74,10,45,86,19,1.54,1.02,56,6,0.5,2514,7,322,43,1.53,TrafficSpike
55,4,44,65,5,0.17,0.14,49,2,0.2,1281,0,57,7,1.42,Normal
83,17,53,99,40,2.77,1.49,57,4,0.49,1561,3,142,51,0.54,BadDeploy
74,11,45,90,22,1.52,1.06,58,6,0.41,2504,7,345,48,1.86,TrafficSpike
60,6,50,76,12,0.97,0.46,79,7,1.51,1464,2,96,23,0.69,MemoryLeak
62,7,48,80,13,0.88,0.43,80,6,1.13,1540,2,97,23,0.66,MemoryLeak
53,3,45,61,6,0.26,0.18,48,3,0.17,1125,0,60,7,1.36,Normal
70,10,48,89,22,1.39,0.9,57,5,0.55,2386,6,292,39,1.58,TrafficSpike
62,8,52,77,13,0.85,0.32,69,6,1.43,1503,2,89,23,0.61,MemoryLeak
86,16,53,100,40,2.35,1.91,57,5,0.5,1613,2,120,47,0.43,BadDeploy
58,7,49,78,11,0.95,0.39,80,6,1.09,1475,1,85,25,0.67,MemoryLeak
88,16,54,99,37,2.48,1.92,62,6,0.28,1593,3,132,41,0.47,BadDeploy
63,8,50,76,15,0.65,0.47,79,6,1.48,1548,1,88,25,0.61,MemoryLeak
54,3,46,61,6,0.35,0.12,49,4,0.18,1217,0,55,7,1.31,Normal
50,5,45,64,2,0.37,0.15,47,2,0.15,1116,0,58,6,1.49,Normal
55,5,45,62,3,0.4,0.12,52,3,0.13,1272,0,50,5,1.41,Normal
74,9,50,85,21,1.22,1.03,58,4,0.55,2336,7,298,46,1.67,TrafficSpike
55,3,44,65,3,0.35,0.1,52,4,0.07,1122,0,52,7,1.46,Normal
97,14,57,96,29,2.37,1.56,62,5,0.35,1547,3,130,36,0.45,BadDeploy
52,4,44,64,4,0.11,0.16,45,4,0.11,1143,0,56,4,1.3,Normal
91,13,57,95,30,2.23,1.96,58,6,0.27,1588,2,114,49,0.47,BadDeploy
53,5,44,64,3,0.34,0.14,45,4,0.18,1130,0,49,4,1.37,Normal
54,5,44,57,5,0.16,0.12,50,3,0.19,1240,0,54,4,1.43,Normal
52,3,45,58,3,0.39,0.15,51,2,0.1,1222,0,56,4,1.43,Normal
98,17,60,99,34,2.91,1.98,60,5,0.24,1695,2,123,50,0.49,BadDeploy
74,9,52,85,20,1.24,0.97,58,5,0.46,2694,6,297,46,1.83,TrafficSpike
50,4,46,67,6,0.26,0.16,45,4,0.05,1177,0,46,6,1.49,Normal
55,4,46,64,6,0.35,0.15,45,2,0.06,1147,0,50,4,1.44,Normal
71,11,45,85,20,1.28,1.01,56,4,0.58,2637,6,312,44,1.83,TrafficSpike
